DATE,unemployment_claims
12/09/2015,2255000
19/09/2015,2234000
26/09/2015,2240000
03/10/2015,2207000
10/10/2015,2214000
17/10/2015,2194000
24/10/2015,2218000
31/10/2015,2205000
07/11/2015,2209000
14/11/2015,2185000
21/11/2015,2181000
28/11/2015,2259000
05/12/2015,2242000
12/12/2015,2190000
19/12/2015,2176000
26/12/2015,2207000
02/01/2016,2218000
09/01/2016,2190000
16/01/2016,2221000
23/01/2016,2199000
30/01/2016,2210000
06/02/2016,2213000
13/02/2016,2206000
20/02/2016,2203000
27/02/2016,2180000
05/03/2016,2203000
12/03/2016,2163000
19/03/2016,2138000
26/03/2016,2165000
02/04/2016,2151000
09/04/2016,2139000
16/04/2016,2135000
23/04/2016,2137000
30/04/2016,2183000
07/05/2016,2185000
14/05/2016,2177000
21/05/2016,2186000
28/05/2016,2131000
04/06/2016,2170000
11/06/2016,2158000
18/06/2016,2160000
25/06/2016,2139000
02/07/2016,2131000
09/07/2016,2125000
16/07/2016,2140000
23/07/2016,2134000
30/07/2016,2143000
06/08/2016,2157000
13/08/2016,2137000
20/08/2016,2148000
27/08/2016,2138000
03/09/2016,2149000
10/09/2016,2110000
17/09/2016,2098000
24/09/2016,2081000
01/10/2016,2080000
08/10/2016,2081000
15/10/2016,2069000
22/10/2016,2066000
29/10/2016,2067000
05/11/2016,2046000
12/11/2016,2045000
19/11/2016,2050000
26/11/2016,2038000
03/12/2016,2029000
10/12/2016,2030000
17/12/2016,2078000
24/12/2016,2077000
31/12/2016,2028000
07/01/2017,2080000
14/01/2017,2099000
21/01/2017,2067000
28/01/2017,2078000
04/02/2017,2064000
11/02/2017,2076000
18/02/2017,2034000
25/02/2017,2065000
04/03/2017,2020000
11/03/2017,2002000
18/03/2017,2021000
25/03/2017,2027000
01/04/2017,1990000
08/04/2017,1968000
15/04/2017,1961000
22/04/2017,1962000
29/04/2017,1896000
06/05/2017,1892000
13/05/2017,1902000
20/05/2017,1900000
27/05/2017,1891000
03/06/2017,1909000
10/06/2017,1914000
17/06/2017,1915000
24/06/2017,1929000
01/07/2017,1911000
08/07/2017,1942000
15/07/2017,1929000
22/07/2017,1928000
29/07/2017,1926000
05/08/2017,1928000
12/08/2017,1926000
19/08/2017,1928000
26/08/2017,1912000
02/09/2017,1911000
09/09/2017,1939000
16/09/2017,1872000
23/09/2017,1871000
30/09/2017,1871000
07/10/2017,1869000
14/10/2017,1902000
21/10/2017,1913000
28/10/2017,1927000
04/11/2017,1939000
11/11/2017,1944000
18/11/2017,1974000
25/11/2017,1997000
02/12/2017,1953000
09/12/2017,1984000
16/12/2017,2006000
23/12/2017,1979000
30/12/2017,1933000
06/01/2018,1971000
13/01/2018,1972000
20/01/2018,1990000
27/01/2018,1985000
03/02/2018,1996000
10/02/2018,1959000
17/02/2018,1985000
24/02/2018,1957000
03/03/2018,1960000
10/03/2018,1948000
17/03/2018,1959000
24/03/2018,1917000
31/03/2018,1943000
07/04/2018,1949000
14/04/2018,1900000
21/04/2018,1827000
28/04/2018,1834000
05/05/2018,1765000
12/05/2018,1769000
19/05/2018,1751000
26/05/2018,1737000
02/06/2018,1690000
09/06/2018,1693000
16/06/2018,1671000
23/06/2018,1671000
30/06/2018,1672000
07/07/2018,1676000
14/07/2018,1659000
21/07/2018,1624000
28/07/2018,1657000
04/08/2018,1624000
11/08/2018,1625000
18/08/2018,1605000
25/08/2018,1602000
01/09/2018,1575000
08/09/2018,1538000
15/09/2018,1544000
22/09/2018,1545000
29/09/2018,1553000
06/10/2018,1565000
13/10/2018,1588000
20/10/2018,1603000
27/10/2018,1615000
03/11/2018,1642000
10/11/2018,1665000
17/11/2018,1749000
24/11/2018,1684000
01/12/2018,1694000
08/12/2018,1745000
15/12/2018,1756000
22/12/2018,1770000
29/12/2018,1783000
05/01/2019,1794000
12/01/2019,1790000
19/01/2019,1830000
26/01/2019,1826000
02/02/2019,1868000
09/02/2019,1838000
16/02/2019,1898000
23/02/2019,1878000
02/03/2019,1890000
09/03/2019,1891000
16/03/2019,1894000
23/03/2019,1855000
30/03/2019,1823000
06/04/2019,1771000
13/04/2019,1753000
20/04/2019,1746000
27/04/2019,1745000
04/05/2019,1710000
11/05/2019,1711000
18/05/2019,1683000
25/05/2019,1681000
01/06/2019,1661000
08/06/2019,1625000
15/06/2019,1632000
22/06/2019,1603000
29/06/2019,1634000
06/07/2019,1594000
13/07/2019,1578000
20/07/2019,1560000
27/07/2019,1573000
03/08/2019,1586000
10/08/2019,1554000
17/08/2019,1557000
24/08/2019,1538000
31/08/2019,1508000
07/09/2019,1508000
14/09/2019,1479000
21/09/2019,1497000
28/09/2019,1537000
05/10/2019,1558000
12/10/2019,1589000
19/10/2019,1630000
26/10/2019,1646000
02/11/2019,1652000
09/11/2019,1693000
16/11/2019,1696000
23/11/2019,1738000
30/11/2019,1748000
07/12/2019,1787000
14/12/2019,1797000
21/12/2019,1791000
28/12/2019,1899000
04/01/2020,1879000
11/01/2020,1855000
18/01/2020,1823000
25/01/2020,1897000
01/02/2020,1848000
08/02/2020,1879000
15/02/2020,1878000
22/02/2020,1890000
29/02/2020,1886000
07/03/2020,1887000
14/03/2020,1989000
21/03/2020,3238000
28/03/2020,8004000
04/04/2020,12396000
11/04/2020,16193000
18/04/2020,17789000
25/04/2020,21750000
02/05/2020,20939000
09/05/2020,23130000
16/05/2020,19153000
23/05/2020,19194000
30/05/2020,19216000
06/06/2020,18743000
13/06/2020,17860000
20/06/2020,17501000
27/06/2020,16610000
04/07/2020,17273000
11/07/2020,16251000
18/07/2020,16799000
25/07/2020,15929000
01/08/2020,15255000
08/08/2020,14184000
15/08/2020,13910000
22/08/2020,13217000
29/08/2020,13501000
05/09/2020,12765000
12/09/2020,12684000
19/09/2020,11367000
26/09/2020,10481000
03/10/2020,9270000
10/10/2020,8425000
17/10/2020,7777000
24/10/2020,7180000
31/10/2020,6705000
07/11/2020,6341000
14/11/2020,6088000
21/11/2020,5580000
28/11/2020,5784000
05/12/2020,5609000
12/12/2020,5416000
19/12/2020,5332000
26/12/2020,5181000
02/01/2021,5330000
09/01/2021,5069000
16/01/2021,4877000
23/01/2021,4789000
30/01/2021,4658000
06/02/2021,4599000
13/02/2021,4495000
20/02/2021,4406000
27/02/2021,4227000
06/03/2021,4185000
13/03/2021,3970000
20/03/2021,3887000
27/03/2021,3859000
03/04/2021,3830000
10/04/2021,3779000
17/04/2021,3776000
24/04/2021,3767000
01/05/2021,3756000
08/05/2021,3737000
15/05/2021,3618000
22/05/2021,3575000
29/05/2021,3422000
05/06/2021,3350000
12/06/2021,3268000
19/06/2021,3263000
26/06/2021,3176000
03/07/2021,3049000
10/07/2021,3001000
17/07/2021,2959000
24/07/2021,2721000
31/07/2021,2631000
07/08/2021,2657000
14/08/2021,2627000
21/08/2021,2580000
28/08/2021,2558000
04/09/2021,2430000
11/09/2021,2523000
18/09/2021,2602000
25/09/2021,2532000
02/10/2021,2497000
09/10/2021,2431000
16/10/2021,2250000
23/10/2021,2175000
30/10/2021,2209000
06/11/2021,2101000
13/11/2021,2007000
20/11/2021,1902000
27/11/2021,1964000
04/12/2021,1854000
11/12/2021,1833000
18/12/2021,1701000
25/12/2021,1778000
01/01/2022,1765000
08/01/2022,1793000
15/01/2022,1794000
22/01/2022,1777000
29/01/2022,1761000
05/02/2022,1753000
12/02/2022,1703000
19/02/2022,1692000
26/02/2022,1740000
05/03/2022,1689000
12/03/2022,1661000
19/03/2022,1631000
26/03/2022,1633000
02/04/2022,1590000
09/04/2022,1527000
16/04/2022,1521000
23/04/2022,1498000
30/04/2022,1457000
07/05/2022,1434000
14/05/2022,1432000
21/05/2022,1399000
28/05/2022,1382000
04/06/2022,1359000
11/06/2022,1350000
18/06/2022,1340000
25/06/2022,1354000
02/07/2022,1314000
09/07/2022,1341000
16/07/2022,1317000
23/07/2022,1350000
30/07/2022,1352000
06/08/2022,1350000
13/08/2022,1329000
20/08/2022,1343000
27/08/2022,1316000
03/09/2022,1302000
10/09/2022,1289000
17/09/2022,1290000
24/09/2022,1302000
01/10/2022,1325000
08/10/2022,1346000
15/10/2022,1391000
22/10/2022,1432000
29/10/2022,1439000
05/11/2022,1454000
12/11/2022,1484000
19/11/2022,1554000
26/11/2022,1558000
03/12/2022,1601000
10/12/2022,1601000
17/12/2022,1627000
24/12/2022,1650000
31/12/2022,1645000
07/01/2023,1634000
14/01/2023,1658000
21/01/2023,1660000
28/01/2023,1688000
04/02/2023,1723000
11/02/2023,1714000
18/02/2023,1718000
25/02/2023,1781000
04/03/2023,1772000
11/03/2023,1804000
18/03/2023,1817000
25/03/2023,1823000
01/04/2023,1804000
08/04/2023,1861000
15/04/2023,1858000
